favorite_count,source,full_text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
13,Twitter for iPhone,"@Tucci523 I actually live in the area, idiot!",Mar_2chi,False,Thu Oct 27 23:47:56 +0000 2016,8,791788554347307008
197,Hootsuite,I'm disappointed in Drew Brees b/c he's not being as real &amp; authentic as I know him to be. https://t.co/cqz8SPJHS9,,False,Thu Apr 28 04:00:33 +0000 2016,63,725535147710406657
20,Twitter for iPhone,@MD_Spells @kevindurant @KingJames If building a franchise. Listen and learn,TheMykeView,False,Tue May 24 15:47:24 +0000 2016,2,735135115358113792
851,Twitter for iPhone,"Standard of excellence most of us can only hope to follow. Never worked with someone more thorough, more professional, more committed to",,False,Fri Jul 01 22:57:15 +0000 2016,187,749014031533506560
548,Twitter for iPhone,"@StevenW63996029 umm, bro! You're clearly drunk. Because with the $$$ I'm guaranteed, thin ice is about 5 years away. Sorry!",StevenW63996029,False,Tue Jul 05 18:32:16 +0000 2016,248,750396895202193408
364,Twitter for iPhone,Bama can't stop Watson. They can only hope to contain him. #championshiptake,,False,Tue Jan 12 04:15:16 +0000 2016,215,686763347841171456
736,Twitter Web Client,Real good read. https://t.co/2Eo3qS87je,,False,Sat Dec 31 01:16:12 +0000 2016,268,815003590372818945
521,Hootsuite,The @Raptors didn't show up. https://t.co/QQJgGuEuzK,,False,Thu May 26 04:03:16 +0000 2016,226,735682690620362754
148,Twitter for iPad,This is the full video of @raylewis I'm talking about right now on @MadDogRadio. https://t.co/LtwtnU3aGx,,False,Thu Apr 07 17:29:55 +0000 2016,74,718128685333803008
690,Twitter for iPhone,"A Cam mired w/ an off. Line that keeps getting penalties, can't protect him.",,False,Mon Feb 08 03:01:23 +0000 2016,466,696529228016324609
2156,Twitter for iPhone,Just a little message for the day for all of you. I know I'm trying to listen to it: https://t.co/vuc7lp6kjU,,False,Sat Feb 06 16:53:58 +0000 2016,1634,696013978816778240
353,Twitter for iPhone,"Typo. I meant if ""Talent"" was issue......we'd still be talking about Penny Hardaway",,False,Wed Jun 01 14:40:27 +0000 2016,134,738017372259246082
674,Twitter for iPhone,Another TD by Houston. Now a fumble by OK! Mayfield is running for his life &amp; making plays. It's not his fault. But Sooners not looking good,,False,Sat Sep 03 18:26:09 +0000 2016,268,772138631251099648
2226,Hootsuite,Aaron Gordon &amp; Zach LaVine gave us the BEST dunk contest in 30 yrs. https://t.co/CKrjHOgxJ2,,False,Sun Feb 14 05:11:23 +0000 2016,1246,698736272463020032
2375,Twitter for iPhone,"I know one thing I'm going to make sure to do this weekend. I'm heading to the movies to see ALMOST CHRISTMAS. Support our peeps, people. https://t.co/A4Ne2LCYVr",,False,Fri Nov 11 17:17:48 +0000 2016,1138,797126189072711680
1,Twitter for iPhone,@CRBud Thanks Bro!,CRBud,False,Fri Aug 05 14:52:23 +0000 2016,0,761575585567170560
106,Twitter for iPhone,"Suggestion: Switch it up fellas, while Prim and Jorge help hold it down. Hey Freddie, I can't believe you allowed that. We need to talk:-)",,False,Wed Feb 24 16:07:39 +0000 2016,29,702525302652534784
359,Hootsuite,It's time for the NBA to adopt the NFL's Rooney Rule. https://t.co/jPXmV1UEq3,,False,Wed Feb 17 21:25:08 +0000 2016,206,700068486874329088
241,Twitter Web Client,"Man, Steph Curry is something else. The Stephen A. Smith Show on SiriusXM @MadDogRadio is coming at you RIGHT NOW. 888.MADDOG6. Holla!",,False,Fri Feb 26 18:01:47 +0000 2016,70,703278801137090561
4783,Twitter for iPhone,"Ladies and Gentlemen, his name is Shaun Livingston",,False,Fri Jun 03 03:09:11 +0000 2016,3783,738568182433124352
212,Twitter for iPhone,"This ""We Matter"" issue is not exactly the same issue as Colin Kaepernick. Check it out: https://t.co/nT6dQ5iSDp",,False,Fri Oct 28 01:05:38 +0000 2016,104,791808108746137601
152,Twitter Web Client,"No sir, @timmy_hector @joeclary7. I'm just paid to answer question. You ask me a question and I'll answer from my heart. That's just me.",timmy_hector,False,Sun Aug 14 19:18:20 +0000 2016,27,764904003138424832
541,Twitter for iPhone,Damn Lamar is special. Marching @UofLFootball right down the field. Damn-near looks like Watson looked in Nat'L Title game.,,False,Sun Oct 02 03:58:55 +0000 2016,216,782429631597178880
1559,Twitter for iPad,Damn! Damn! Damn! Will someone PLEASE tell Phil Jackson this is NEW YORK. You're the ZenMaster. The $12-mil man. Recruit a marquee. PLEASE!,,False,Fri Jul 01 14:25:46 +0000 2016,978,748885309950230533
620,Twitter for iPhone,I'm questioning Kerr's decision to start Iguodala instead of Barnes. Seems to have created a spacing issue right now. May not be a big deal.,,False,Tue May 31 01:16:23 +0000 2016,193,737452631031840768
272,Twitter for iPad,Tebow's up next. Buck Showalter went off a little bit. I can't wait to touch this. What I'm about to say is NECESSARY. Seriously!,,False,Fri Aug 12 14:40:29 +0000 2016,43,764109306325327872
1,Twitter for iPad,@Mo_MAK_ Stop Lying :-),Kirbbbs,False,Fri Jun 03 18:43:43 +0000 2016,0,738803365480517632
6209,Twitter for iPhone,Happiest person in the world right now? Commissioner Roger Goodell. He no longer has to worry about handing the Lombardi trophy to NE/Brady.,,False,Sun Jan 24 23:39:41 +0000 2016,5462,691405036715425797
7,Twitter for iPhone,"@jameskeeting I will. In fact, I may do a live Facebook Chat during the game",jameskeeting,False,Mon Apr 18 22:19:32 +0000 2016,1,722187834577285121
116,Twitter for iPhone,"Big run by Smith there for L'Ville. But in the very next play, Wilkins stuffs Jackson. Pressure coming from outside for @ClemsonFB. Look out",,False,Sun Oct 02 00:35:31 +0000 2016,43,782378444273266688
22,Twitter for iPhone,@Sir_Shifty2201 Thank You so much. Really appreciate the kind words,Jordyn_Donawa,False,Fri Jun 10 22:34:15 +0000 2016,2,741398097671163904
1131,Twitter for iPhone,Loving ball movement by OKC. But it's early,,False,Tue May 31 01:19:47 +0000 2016,558,737453489631035392
1106,Hootsuite,I got the @Panthers winning #SB50 31-21.,,False,Sun Feb 07 22:45:11 +0000 2016,725,696464751128354816
1,Twitter for iPhone,@KurtHuggins I'm good bro. Just waiting for the weekend,KurtHuggins,False,Fri Sep 30 15:11:24 +0000 2016,0,781874090881740800
596,Twitter for iPhone,Only thing I'm waiting for next is for Jerry Jones' @dallascowboys to fight the NFL in an attempt to bring Manziel on board.#Headlines!,,False,Fri Jul 01 22:46:40 +0000 2016,235,749011367236100096
8,Twitter for iPhone,"@DudefrumVA Csnt go there due to the concussion, bro. Would be irresponsible",DudefrumVA,False,Mon Jun 06 15:16:15 +0000 2016,1,739838318762807297
325,Twitter for iPhone,Got a couple of things to say before the top of the show (@FirstTake) on ESPN2 at the top of the hour. May do 2 min on Periscope &amp; Facebook,,False,Wed Jul 27 13:20:50 +0000 2016,48,758291053984133120
1287,Twitter for iPhone,"Can't wait for the games tonight. Gotta see these freshmen at Kentucky, Duke and Kansas. Should be a very interesting college BBall season.",,False,Tue Nov 15 22:42:04 +0000 2016,491,798657346553741312
315,Twitter Web Client,"Kirk Cousins coming back down to earth where he belongs. All that, plus the Nat'l Title Game tonight. 888.Maddog6. Buckle Up. Here I come!",,False,Mon Jan 11 17:53:48 +0000 2016,77,686606950528778240
2957,Periscope,LIVE on #Periscope https://t.co/4QWHm0TiS4,,False,Mon Jul 04 22:47:54 +0000 2016,1522,750098840506753025
306,Twitter Web Client,I've got some chocolate chip cookies to send to Rex Ryan and the @buffalobills. https://t.co/YOxCWibVBh,,False,Mon Oct 03 16:58:21 +0000 2016,83,782988167871860736
177,Hootsuite,I find it inexcusable for @TheRealFrankC_ to say what he said. https://t.co/yj3rWoRiUK,,False,Wed Feb 10 05:56:38 +0000 2016,53,697298105788710913
439,Hootsuite,I love @kingjames’ message. https://t.co/TRnBTlWP2N,,False,Fri Apr 08 20:25:05 +0000 2016,223,718535154810101760
4,Twitter for iPhone,@Douglas69908471 😀😀😀,Douglas69908471,False,Fri Sep 23 00:22:48 +0000 2016,0,779113750980861956
1236,Twitter for iPhone,"Two Things: Kemba Walker is really something special. And Hassan Whiteside has got to learn to be composed. If Heat lose this, look at him.",,False,Sat Apr 30 02:28:26 +0000 2016,633,726236740831318018
281,Hootsuite,This man knows his boxing. https://t.co/jps0MuPmFf,,False,Tue Mar 08 15:17:10 +0000 2016,67,707223641872855040
233,Hootsuite,I definitely believe Bryce Harper should be suspended for a game. https://t.co/YtOvPLROsX,,False,Tue May 10 16:45:52 +0000 2016,63,730076397876711426
248,Twitter Web Client,.@BenSimmons25 was the lone reason for @Sixers fan to cheer. https://t.co/bZQoerIWFj,,False,Sat Oct 01 12:38:02 +0000 2016,110,782197881105154049
4694,Twitter for iPhone,The Salvation Army can expected millions in donations based off of that alone. Props to the brother.,,False,Mon Dec 19 02:16:00 +0000 2016,1542,810669983931908101
2,Twitter Web Client,@kinchito_ Depends on the sport :-),josegkinchito,False,Sun Aug 14 19:21:46 +0000 2016,1,764904869572599808
70,Twitter for iPhone,@sluggdadonbmg Will never happen. I meant every word I said about that man.,sluggdadonbmg,False,Sun Nov 20 23:59:57 +0000 2016,4,800488888091418624
478,Twitter Web Client,LeBron can't comment on everything. https://t.co/OltHTzPQSK,,False,Fri Jan 08 21:56:51 +0000 2016,259,685580952551198721
544,Twitter for iPhone,I simply cannot wait until this GOP race gets down to a 3-man or even better 2-man race. It's about time for us all to find out what the GOP,,False,Tue Feb 23 18:47:32 +0000 2016,145,702203152376922112
137,Twitter for iPhone,"It's the Stephen A. Smith Show. SiriusXM @MadDogRadio Channel 82. It's on 1-3pm EST every weekday. As always, I'm NEVER hard to find.",,False,Thu Apr 28 16:03:06 +0000 2016,31,725716980649578498
16,Twitter for iPhone,@nick_cerone @FirstTake You are smiling crack. You need to stop,,False,Fri Aug 19 21:12:06 +0000 2016,14,766744573196570624
667,Hootsuite,I appreciate @CameronNewton for being Cam. https://t.co/q6YprRra8X,,False,Wed Feb 10 06:40:05 +0000 2016,354,697309043392651265
675,Hootsuite,Steph Curry just needs to show up tonight. https://t.co/fkDdvV4pGf,,False,Thu Jun 16 19:40:11 +0000 2016,314,743528617897000960
3,Twitter for iPad,@GEE6 You can't because I'm not wrong.,GEE6,False,Wed Jul 27 17:36:01 +0000 2016,1,758355275485097985
13,Twitter for iPhone,"@Dbrown1747 How did I do, Donovan?",DonnyDBoyBrown,False,Thu Aug 18 19:55:26 +0000 2016,2,766362891595423745
3,Twitter for iPad,@realOBF @gehrig38 @DandCShow Good for him.,realOBF,False,Wed May 18 18:23:18 +0000 2016,3,733000021466025984
2,Twitter Web Client,@brucemichael67 @FirstTake I agree.,brucemichael67,False,Thu Mar 03 16:29:25 +0000 2016,0,705429885880287232
351,Twitter for iPhone,You'll be hearing from me soon enough.,,False,Thu Jun 02 17:17:52 +0000 2016,126,738419374134939648
514,Twitter Web Client,I wouldn't mind seeing Tom Coughlin in Indy w/ the @Colts. https://t.co/qfm7tGwbTR,,False,Mon Jan 04 18:40:13 +0000 2016,202,684081919445843970
1971,Twitter for iPhone,And Delly is on Curry. Get curry the hell out of the game.,,False,Mon Jun 06 02:13:02 +0000 2016,1102,739641214341808128
118,Twitter for iPhone,The Stephen A. Smith Show on SiriusXM @MadDogRadio Channel 82....it's NBA Playoff Time. Call-in # 888.Maddog6. That's 888.623.3646,,False,Tue May 24 17:19:02 +0000 2016,22,735158177440796680
89,Twitter for iPhone,"I certainly intend to @DtepDC, b/c nothing I said was aimed at @lindsayczarniak. I was talking to all those apologists to Cam Newton.",DtepDC,False,Tue Feb 09 00:31:56 +0000 2016,21,696854003909578752
26,Twitter for iPhone,@OleyP That's a lie. I said Pacman won every round AFTER the 6th,OleyP,False,Sun Nov 06 06:42:58 +0000 2016,3,795154492136235009
243,Hootsuite,I don't know if the @cavs'easy road to the finals is a good think or bad thing. https://t.co/erglC0gSh9,,False,Fri May 20 19:05:13 +0000 2016,102,733735347755044865
117,Twitter for iPhone,Here's something y'all need to know about: https://t.co/3nMl3YgrSA,,False,Tue Mar 15 04:34:58 +0000 2016,29,709598743931326464
1,Twitter for iPhone,@rhomook He's not stealing anything bro,rhomook,False,Fri Sep 30 15:00:38 +0000 2016,0,781871382384762880
118,Twitter for iPhone,@hhamlin21 You're an idiot. I was doing no such thing. Unwax your damn ears,Hunter_Hamlin21,False,Tue May 24 15:46:38 +0000 2016,46,735134921656832000
88,Twitter for iPhone,"Haaaaaa, my dude @ThomasJonesRB. It's the damn truth. Good to hear from you bro",thomasqjones,False,Tue Aug 09 15:10:55 +0000 2016,17,763029802467127296
319,Hootsuite,I might have to take Buddy Hield No. 3 overall. https://t.co/pnSbLwHmoI,,False,Mon Mar 28 22:55:05 +0000 2016,156,714586638052143108
10,Twitter for iPhone,@DerrickBrittain That's a stupid comment,DerrickBrittain,False,Fri Aug 26 14:40:40 +0000 2016,2,769182780618117120
573,Twitter for iPhone,"Don't know what Kerr was thinking with playing that lineup at end of quarter, though. Either way, GS must figured how to keep LBJ from paint",,False,Fri Jun 03 01:37:52 +0000 2016,247,738545203888324609
163,Twitter Web Client,How can Marvin Lewis come to the defense of Vontez Burfict?  https://t.co/HKHTVTjq6N,,False,Thu Oct 20 20:11:53 +0000 2016,60,789197468147646464
521,Twitter for iPhone,Re: Ben Simmons. You have got to be $&amp;@$! Kidding me @stephenasmith,stephenasmith,False,Fri Sep 30 22:54:22 +0000 2016,383,781990602070192128
