favorite_count,source,full_text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter Web Client,@donof Thanks. Feel free to call in. Or just keep listening.,donof,False,Mon Dec 28 12:30:05 +0000 2009,0,7121357596
2,Twitter Web Client,"I'm done with the Lakers. Finished!!! I know they'll beat Houston on Sunday, but that is not the point. This team is unreliable. Totally!",,False,Fri May 15 04:32:48 +0000 2009,1,1802935903
1,Twitter Web Client,"@RobBulls Because that's EXACTLY what I'm doing, Rob. However, I did break the Wallace' story on Twitter and I still do a whole bunch of....",RobBulls,False,Sun Jul 12 20:57:00 +0000 2009,0,2603460031
0,Twitter Web Client,"@PricelessToni I hear ya, Girl",PricelessToni,False,Mon Apr 27 14:05:44 +0000 2009,0,1629051172
0,Twitter Web Client,"How much more sensation can a player be, people? LeBron or Kobe? Ya'll still trying to say this is not a legitimate debate? Sensational show",,False,Fri May 29 03:20:55 +0000 2009,0,1955614427
1,Twitter Web Client,"@NMorris2009 Sorry, my man. I don't do the Fantasy thing. Entirely to busy.",NMorris2009,False,Fri Oct 02 15:00:31 +0000 2009,0,4554384536
1,Twitter Web Client,My Podcast will be on my website about an hour after the game. At least that's my plan.,,False,Mon Jun 15 01:03:35 +0000 2009,0,2171590021
0,Twitter Web Client,@Sesan72 Obama's only chance at re-election is if Pelosi is gone. I guarantee you the Democrats will lose in 2010 OR 2012. Pick one!,Sesan72,False,Sun Sep 27 17:18:58 +0000 2009,0,4420902119
2,Twitter Web Client,@MidaZ I agree about Iverson. The problem is he hurt himself by speaking out in Detroit. He was in the last year of his deal. No need.,MidaZ,False,Wed Jul 01 01:39:15 +0000 2009,0,2413279491
0,Twitter Web Client,@tmaxwell1978 Damn!,tmaxwell1978,False,Wed Dec 30 13:00:31 +0000 2009,0,7195109303
0,Twitter Web Client,@Debtwiz Amen!,Debtwiz,False,Wed Jul 08 00:43:36 +0000 2009,0,2524167295
0,Twitter Web Client,"@Splendiferous1 I hear ya, Girl.",Splendiferous1,False,Wed Dec 30 12:59:19 +0000 2009,0,7195081914
0,Twitter Web Client,@ZerlinaM You do the same. Happy Holidays to you and your family. God Bless.,ZerlinaMaxwell,False,Thu Dec 24 05:01:50 +0000 2009,0,6989556632
1,Twitter Web Client,"For what it's worth, I'm not happy at all about Iverson heading to Memphis. Forget the $3.5 mil, or that no one had much to pay. I'm not...",,False,Wed Sep 09 17:52:46 +0000 2009,0,3867833214
0,Twitter Web Client,"@MrTweet_Alert Like I told Sharazoid, I always appreciate the love. It means a lot.",MrTweet_Alert,False,Mon Jun 22 20:09:07 +0000 2009,0,2283854633
1,Twitter Web Client,"@Dru_U Sorry, Bro! But absolutely. Houston has no shot this year. Not without Yao and T-Mac,...with Ariza replacing them. Sorry.",Dredatboy,False,Wed Aug 12 03:43:08 +0000 2009,0,3258781919
0,Twitter Web Client,"@Paul_M_Miller Thank you very much, Paul. I thoroughly enjoyed being in the Strategy Room on FoxNews.Com today. Had a blast.",,False,Tue Aug 25 05:15:41 +0000 2009,0,3529201512
1,Twitter Web Client,@ILovethisgame09 Absolutely not. I don't best against Money Mayweather. Baddest boy on the planet. But he's not getting any younger.,FYA_in_VEGAS,False,Sun May 03 01:35:20 +0000 2009,0,1683339139
0,Twitter Web Client,".....On both TV AND Radio. It also made sure everyone knows I have no intention of leaving Sports, that I just want to EXPAND my horizons",,False,Thu Apr 30 14:48:50 +0000 2009,0,1659476441
0,Twitter Web Client,"@ArtieFresh anything's possible, my man",ArtieFresh,False,Sun Sep 27 17:29:20 +0000 2009,0,4421122828
3,Twitter Web Client,StephenA.com Exclusive: Allen Iverson's retirement announcement. Check it out.,,False,Wed Nov 25 23:14:11 +0000 2009,12,6064347273
0,Twitter Web Client,@hottntempting Thank you.,hottntempting,False,Wed Dec 30 13:46:20 +0000 2009,0,7196092025
0,Twitter Web Client,@DJsexyTIME11 I personally believe LeBron is leaving NO MATTER WHAT.,DaveWilliam24,False,Thu May 28 19:19:12 +0000 2009,0,1950672106
1,Twitter SMS,I don't like it,,False,Sun Apr 05 16:40:13 +0000 2009,1,1457620164
0,Twitter Web Client,"@abenn31 Not coming back. ESPN decided to move on, and so have I. Wish us both luck.",Miserable_PhD,False,Thu Jul 02 04:38:26 +0000 2009,0,2432281182
0,Twitter Web Client,Wide-open miss from the key by J.J. Redick. If he can't make that he doesn't belong in the game. He serves no other purpose.,,False,Mon Jun 08 02:54:09 +0000 2009,0,2071770690
0,Twitter Web Client,@JohnFreedom No Sir! Why would I???,,False,Wed Aug 05 15:16:36 +0000 2009,0,3146758904
0,Twitter Web Client,@xtalkofnyx It's hard being out of the mix for the playoffs. But sacrifice comes with change. Better times are coming. That's the plan.,xtalkofnyx,False,Wed Jun 03 13:49:24 +0000 2009,0,2016463929
